application_id,apply_time,id_number,phone_number,device_id,ip_address,apply_region,apply_channel,loan_amount,apply_freq_7d,id_consistency,is_new_device,credit_history,fraud_flag
APP000990,2026-07-14 18:19:00,512369958669346547,19882863371,DEV_807349,223.104.194.221,江苏,线下,27869.62,2,1,1,无记录,0
APP000991,2026-07-26 23:55:00,512290113484339133,15367854115,DEV_601424,223.104.34.169,湖南,APP,2537.07,2,1,1,有记录,0
APP000992,2026-07-23 20:01:00,513190148706827788,17673927597,DEV_916379,192.168.126.97,广东,线下,27550.94,1,1,0,无记录,0
APP000993,2026-07-20 15:16:00,519940666580043973,17775573615,DEV_542428,192.168.182.134,广东,H5,10079.68,3,1,0,无记录,0
APP000994,2026-07-21 18:36:00,516718325823868700,19884987950,DEV_237698,117.136.229.195,广东,APP,3465.24,3,1,1,无记录,0
APP000995,2026-07-08 23:03:00,519420370878211602,17834094814,DEV_922442,117.136.241.150,上海,APP,28553.32,3,1,0,有记录,0
APP000996,2026-07-19 15:10:00,519517793238223116,15163774865,DEV_722652,117.136.128.184,广东,线下,8236.99,2,1,1,有记录,0
APP000997,2026-07-17 20:46:00,512217132194024702,17717776407,DEV_919695,223.104.126.109,江苏,APP,29411.84,5,1,0,有记录,1
APP000998,2026-07-20 12:09:00,514191025743263039,17200097076,DEV_952639,223.104.189.113,上海,APP,2201.35,2,1,0,有记录,0
APP000999,2026-07-27 21:15:00,518353259399337970,18887136143,DEV_906665,192.168.56.129,江苏,H5,17453.62,15,1,1,无记录,1
APP001000,2026-07-02 18:44:00,516922010912172214,19425842831,DEV_904366,223.104.119.169,山东,线下,14657.86,3,1,0,有记录,0
APP001001,2026-07-04 06:01:00,515295708619931458,18237532507,DEV_561365,192.168.33.203,四川,H5,2860.19,2,1,0,无记录,0
APP001002,2026-07-15 10:26:00,513314770920711523,15668446743,DEV_808942,10.0.156.138,江苏,H5,17156.26,3,1,0,无记录,0
APP001003,2026-07-05 13:44:00,512020944772690326,19700075651,DEV_766924,192.168.137.249,北京,APP,25749.1,1,1,1,有记录,0
APP001004,2026-07-07 13:32:00,513002521310962272,13770869311,DEV_855889,117.136.58.158,江苏,H5,29823.17,3,1,0,有记录,0
APP001005,2026-07-25 19:58:00,513749107406500425,18594689548,DEV_404458,223.104.165.163,江苏,H5,1943.76,3,1,1,有记录,0
APP001006,2026-07-16 23:46:00,511329929596604873,19783381095,DEV_261564,10.0.11.72,山东,线下,9782.16,3,1,0,有记录,0
APP001007,2026-07-02 22:08:00,512079217174773329,13431710315,DEV_824337,117.136.122.58,上海,线下,2525.16,2,1,1,有记录,0
APP001008,2026-07-17 06:35:00,512781444718939530,19949316691,DEV_678475,192.168.71.93,湖南,APP,26931.37,3,1,1,无记录,0
APP001009,2026-07-11 21:30:00,514896033582686270,17980761249,DEV_835192,192.168.151.65,广东,H5,22644.44,1,1,0,无记录,0
APP001010,2026-07-17 12:20:00,519320232091401693,18338159583,DEV_614923,172.16.88.190,四川,APP,27758.99,3,1,0,无记录,0
APP001011,2026-07-06 14:58:00,517689592741168069,19569674465,DEV_319790,117.136.105.238,广东,H5,21524.22,3,1,0,无记录,0
APP001012,2026-07-18 10:34:00,514281160499100420,13796335345,DEV_803800,192.168.166.189,浙江,H5,30747.86,11,1,1,有记录,1
APP001013,2026-07-12 21:49:00,513767857646391381,17363505836,DEV_780581,10.0.72.30,上海,H5,19759.01,7,0,1,无记录,1
APP001014,2026-07-28 23:43:00,514896033582686270,15454805543,DEV_571346,117.136.143.231,山东,APP,29043.18,1,1,1,无记录,0
APP001015,2026-07-21 22:16:00,516004409079772781,17418721536,DEV_826851,192.168.128.247,北京,H5,26933.46,2,1,0,有记录,0
APP001016,2026-07-20 15:12:00,512270617136657224,15343572651,DEV_342442,223.104.200.80,湖南,H5,46445.05,8,1,0,有记录,1
APP001017,2026-07-08 08:35:00,512726984858333945,18395737248,DEV_949458,192.168.64.161,上海,H5,19187.0,3,1,0,无记录,0
APP001018,2026-07-10 07:19:00,512841996264222975,15333448013,DEV_375260,192.168.90.225,湖南,APP,2685.43,2,1,0,无记录,0
APP001019,2026-07-25 09:45:00,514711159319525690,13914123692,DEV_219881,172.16.131.85,山东,APP,48385.62,15,0,1,无记录,1
APP001020,2026-07-07 22:45:00,515806484229405720,15310586614,DEV_284445,117.136.50.233,浙江,H5,14975.65,1,1,1,有记录,0
APP001021,2026-07-16 10:30:00,514091287884869996,19519124621,DEV_538692,117.136.28.197,山东,APP,18412.34,3,1,1,有记录,0
APP001022,2026-07-12 17:59:00,511642322775213530,15941214062,DEV_782169,117.136.164.84,湖南,APP,6525.68,3,1,0,有记录,0
APP001023,2026-07-30 23:17:00,514339735971072563,18838531118,DEV_125088,103.26.185.36,上海,H5,44990.78,15,0,1,有记录,1
APP001024,2026-07-10 03:36:00,512959094798515832,13186751443,DEV_904366,103.18.212.79,广东,H5,43808.33,3,1,1,有记录,1
APP001025,2026-07-22 17:24:00,515974621595841749,17859906363,DEV_662975,10.0.150.47,四川,APP,40851.1,8,1,1,无记录,1
APP001026,2026-07-29 12:52:00,515066205634111595,19453715173,DEV_405891,223.104.21.173,广东,APP,29453.88,1,1,0,有记录,0
APP001027,2026-07-12 04:18:00,519091359928553595,18545286846,DEV_134364,117.136.81.65,江苏,线下,15337.45,3,1,0,无记录,0
APP001028,2026-07-02 09:45:00,517762269920666179,18567604469,DEV_319118,192.168.242.106,浙江,H5,15057.31,2,1,0,有记录,0
APP001029,2026-07-03 11:59:00,516966575460273415,17392665118,DEV_811145,10.0.133.81,山东,H5,13673.62,2,1,1,有记录,0
APP001030,2026-07-15 20:16:00,519848424959881145,15911754549,DEV_448003,223.104.230.117,山东,H5,2440.88,3,1,0,无记录,0
APP001031,2026-07-24 15:13:00,515880941491507628,19536217455,DEV_932134,192.168.36.251,上海,APP,10492.7,3,1,0,有记录,0
APP001032,2026-07-07 17:17:00,512434808735437882,17857766835,DEV_532621,192.168.190.120,湖南,APP,27470.26,2,1,0,无记录,0
APP001033,2026-07-30 17:44:00,511300000152911371,19796074881,DEV_628302,192.168.197.91,北京,H5,25437.71,1,1,0,有记录,0
APP001034,2026-07-09 04:06:00,513483097236108092,19764451451,DEV_103419,10.0.118.144,广东,APP,10636.32,2,1,1,有记录,0
APP001035,2026-07-20 23:37:00,518246989062327237,18210197081,DEV_603872,172.16.48.15,北京,APP,5340.4,3,1,0,有记录,0
APP001036,2026-07-08 07:03:00,514304963919195419,13908829922,DEV_902006,172.16.92.175,上海,APP,14693.66,1,1,0,有记录,0
APP001037,2026-07-22 16:14:00,517054090034864518,19541961521,DEV_250765,172.16.185.87,上海,APP,1238.67,3,1,1,无记录,0
APP001038,2026-07-21 07:03:00,513934864970350675,13346758529,DEV_859725,10.0.173.82,浙江,合作渠道,8927.58,2,1,1,有记录,0
APP001039,2026-07-04 13:21:00,519186003044361995,13980547182,DEV_318088,172.16.73.240,北京,APP,6204.41,1,1,1,有记录,0
APP001040,2026-07-23 15:06:00,517346452059960438,13914123692,DEV_665112,192.168.116.195,上海,H5,12620.63,2,1,1,有记录,0
APP001041,2026-07-22 04:00:00,514682145653286326,17916880487,DEV_370514,117.136.182.152,广东,APP,8567.23,3,1,1,有记录,0
APP001042,2026-07-18 05:26:00,517419960593297150,18698689074,DEV_736132,223.104.117.120,上海,合作渠道,2649.99,3,1,0,有记录,0
APP001043,2026-07-21 15:30:00,512470758777121513,15655499523,DEV_222156,117.136.224.135,四川,APP,18129.22,1,1,0,有记录,0
APP001044,2026-07-21 06:48:00,516239420122341499,17903575808,DEV_222222,117.136.249.206,湖南,APP,8640.11,2,1,1,无记录,0
APP001045,2026-07-10 10:18:00,515955834456622952,17859906363,DEV_959430,117.136.238.225,上海,H5,22638.7,1,1,1,有记录,0
APP001046,2026-07-21 01:58:00,517931828560539707,17360318076,DEV_830729,10.0.165.184,江苏,H5,15506.74,1,1,1,有记录,0
APP001047,2026-07-25 02:41:00,518416923273798979,17431293531,DEV_403101,10.0.250.250,广东,APP,22949.27,1,1,0,有记录,0
APP001048,2026-07-19 07:34:00,514793665380274812,19780324505,DEV_243548,192.168.196.237,浙江,APP,23630.45,2,1,0,无记录,0
APP001049,2026-07-24 23:54:00,511368103903397051,19977713238,DEV_795627,192.168.190.10,北京,APP,23042.36,3,1,0,无记录,0
APP001050,2026-07-30 01:58:00,514529618446267146,18531434021,DEV_614767,223.104.200.36,江苏,APP,10787.78,2,1,0,有记录,0
APP001051,2026-07-30 05:26:00,512077971775170166,15378223377,DEV_663543,192.168.237.71,浙江,APP,8477.72,2,1,0,有记录,0
APP001052,2026-07-29 05:59:00,516553538962985324,18637387937,DEV_410184,192.168.197.194,江苏,APP,4070.92,1,1,1,有记录,0
APP001053,2026-07-30 01:53:00,517618268861533555,18424749280,DEV_428555,223.104.195.249,北京,H5,28320.03,4,0,0,有记录,1
APP001054,2026-07-13 15:11:00,513478306396384526,18850823495,DEV_577097,192.168.253.32,上海,APP,15460.64,1,1,0,有记录,0
APP001055,2026-07-30 23:55:00,515745447022960443,19778210562,DEV_325203,172.16.104.28,广东,H5,27454.95,11,0,1,无记录,1
APP001056,2026-07-30 09:56:00,519754946519098624,17411588366,DEV_483584,223.104.94.172,北京,合作渠道,24006.7,1,1,1,无记录,0
APP001057,2026-07-02 00:19:00,513990604805892583,19265615076,DEV_520535,223.104.138.178,浙江,H5,9703.17,2,1,0,有记录,0
APP001058,2026-07-19 19:06:00,513160602908466845,19112814508,DEV_900642,192.168.229.242,四川,APP,17184.18,2,1,0,无记录,0
APP001059,2026-07-30 10:18:00,512534820849315398,13792980560,DEV_575017,172.16.25.242,四川,APP,23873.36,3,1,0,有记录,0
APP001060,2026-07-15 20:34:00,516251588157937639,13511476783,DEV_938796,192.168.244.178,广东,合作渠道,12097.79,1,1,0,有记录,0
APP001061,2026-07-17 15:56:00,516267850720811556,13903364932,DEV_862377,172.16.142.110,江苏,APP,11703.73,3,1,1,有记录,0
APP001062,2026-07-05 16:29:00,512240984101679301,17483678064,DEV_642157,192.168.134.108,四川,APP,30035.24,10,1,1,无记录,1
APP001063,2026-07-09 06:51:00,513449189117972038,13770869311,DEV_382098,172.16.244.70,广东,H5,28470.26,1,1,0,有记录,0
APP001064,2026-07-04 10:10:00,514114290018513279,18897604198,DEV_764058,10.0.246.111,上海,H5,17458.15,1,1,0,有记录,0
APP001065,2026-07-24 14:41:00,517742273627320222,18310305599,DEV_290835,10.0.198.75,上海,H5,20463.76,2,1,1,无记录,0
APP001066,2026-07-09 22:11:00,519994070164510463,18402142953,DEV_558965,172.16.211.243,湖南,APP,26021.47,3,1,0,有记录,0
APP001067,2026-07-01 23:21:00,518473964178996986,13813171907,DEV_810334,223.104.16.179,山东,APP,11269.51,2,1,0,无记录,0
APP001068,2026-07-26 09:36:00,513928442347199829,19203214645,DEV_852075,172.16.145.141,广东,合作渠道,15213.16,1,1,0,有记录,0
APP001069,2026-07-22 06:11:00,511851204850766534,15446465628,DEV_667776,223.104.121.22,江苏,APP,17143.08,2,1,1,无记录,0
APP001070,2026-07-20 20:57:00,519848424959881145,17413913415,DEV_251356,192.168.207.5,浙江,H5,12643.31,3,1,0,无记录,0
APP001071,2026-07-13 13:32:00,515588382567262084,15632331787,DEV_863456,192.168.129.119,四川,H5,22402.49,3,1,0,有记录,0
APP001072,2026-07-11 02:25:00,513206441119738818,19322327712,DEV_232040,223.104.200.4,浙江,H5,12061.08,1,1,1,有记录,0
APP001073,2026-07-22 03:11:00,519814846019134438,15697538506,DEV_761310,10.0.63.41,山东,APP,28766.72,1,1,0,有记录,0
APP001074,2026-07-05 15:20:00,516203359101570908,18786269852,DEV_673202,172.16.119.199,湖南,APP,26739.98,2,1,0,无记录,0
APP001075,2026-07-30 07:00:00,518045525274102547,19915119497,DEV_906665,103.19.169.76,北京,H5,16819.39,14,1,1,无记录,1
APP001076,2026-07-09 12:15:00,515824587012042425,15738280818,DEV_648357,10.0.202.194,湖南,线下,22289.53,3,1,0,无记录,0
APP001077,2026-07-15 08:21:00,513766343925295961,18354885772,DEV_210247,192.168.119.63,湖南,线下,3650.85,1,1,1,有记录,0
APP001078,2026-07-10 18:46:00,514290785158673425,17812582088,DEV_565696,10.0.79.216,上海,APP,9670.96,2,1,0,有记录,0
APP001079,2026-07-19 00:16:00,517742273627320222,19927479605,DEV_690978,223.104.169.109,北京,APP,29522.82,1,1,0,有记录,0
APP001080,2026-07-21 11:44:00,514436728681123038,17392665118,DEV_243548,117.136.254.158,未知地区,合作渠道,38596.97,6,1,1,有记录,1
APP001081,2026-07-08 01:42:00,515910168311395001,19949316691,DEV_609501,223.104.169.229,四川,H5,19099.8,2,1,0,有记录,0
APP001082,2026-07-04 14:19:00,514628013875927125,15692451326,DEV_544901,172.16.154.208,湖南,线下,27806.46,1,1,0,有记录,0
APP001083,2026-07-06 12:43:00,517566525483744171,15165525688,DEV_728913,192.168.194.55,上海,APP,23206.85,2,1,1,有记录,0
APP001084,2026-07-17 22:49:00,513146484494116318,13204631774,DEV_870149,192.168.67.205,湖南,H5,22712.88,1,1,0,有记录,0
APP001085,2026-07-10 22:07:00,511060148860849079,18189423283,DEV_219881,117.136.252.26,江苏,线下,27215.83,3,1,0,无记录,1
APP001086,2026-07-21 09:23:00,515477980660392051,18707736561,DEV_947954,223.104.114.160,湖南,H5,19245.52,2,1,0,无记录,0
APP001087,2026-07-20 07:14:00,515774932511497887,15256229357,DEV_351650,117.136.225.190,浙江,APP,16371.01,3,1,1,有记录,0
APP001088,2026-07-05 15:09:00,517913000413211471,18387044869,DEV_593107,117.136.239.152,广东,APP,2756.97,1,1,0,有记录,0
APP001089,2026-07-15 23:38:00,519918297168157245,15343572651,DEV_846245,172.16.104.216,湖南,H5,20594.69,12,1,1,无记录,1
APP001090,2026-07-12 13:44:00,516793279862398471,13455604686,DEV_368542,117.136.42.73,四川,APP,2265.19,1,1,0,无记录,0
APP001091,2026-07-18 15:48:00,518045525274102547,15964473854,DEV_919695,172.16.219.136,上海,H5,19778.28,11,1,0,无记录,1
APP001092,2026-07-18 21:52:00,519820005328538631,13527208012,DEV_536153,192.168.27.238,广东,合作渠道,4591.91,2,1,0,有记录,0
APP001093,2026-07-07 07:43:00,515580558115744965,19111346342,DEV_424253,10.0.16.24,四川,APP,13709.39,3,1,1,有记录,0
APP001094,2026-07-25 19:55:00,518108390654025998,19509362928,DEV_807985,117.136.110.197,上海,线下,15842.14,1,1,0,无记录,0
APP001095,2026-07-26 02:33:00,512731211063301658,13763705212,DEV_992115,172.16.63.35,江苏,APP,13036.48,1,1,0,有记录,0
APP001096,2026-07-15 16:45:00,514468135926648698,19643912953,DEV_936707,10.0.22.209,山东,H5,23356.34,2,1,0,有记录,0
APP001097,2026-07-12 02:58:00,517490463378613715,18363069952,DEV_451574,172.16.237.92,上海,合作渠道,6126.6,3,1,1,有记录,0
APP001098,2026-07-19 03:03:00,516526301367492617,13455604686,DEV_484711,223.104.209.96,浙江,APP,15785.59,2,1,0,无记录,0
APP001099,2026-07-27 17:57:00,511344836085456676,13401360817,DEV_803807,192.168.131.202,湖南,APP,26455.22,3,1,0,无记录,0
APP001100,2026-07-17 06:36:00,515759147625380966,19466216173,DEV_275543,192.168.43.119,山东,APP,28473.61,3,1,0,有记录,0
APP001101,2026-07-18 04:10:00,512217309850344651,18654421010,DEV_414952,172.16.153.21,广东,APP,13883.11,1,1,0,无记录,0
APP001102,2026-07-11 16:28:00,518045525274102547,18488829155,DEV_500967,223.104.15.6,北京,线下,18199.14,9,1,1,无记录,1
APP001103,2026-07-04 21:13:00,514164882159773854,17388152727,DEV_238740,10.0.70.62,湖南,线下,8388.81,3,1,0,有记录,0
APP001104,2026-07-23 18:31:00,511853779599594652,15176956109,DEV_750333,223.104.70.51,四川,H5,23494.13,4,1,1,无记录,1
APP001105,2026-07-03 16:28:00,515172894134750988,15909548558,DEV_704093,10.0.91.228,浙江,H5,30354.8,9,0,1,无记录,1
APP001106,2026-07-26 01:29:00,514352280156193183,18637211316,DEV_343360,223.104.207.175,湖南,APP,15642.37,2,1,0,无记录,0
APP001107,2026-07-05 16:26:00,511948572602925468,17870865071,DEV_720823,223.104.76.8,四川,H5,9549.58,1,1,0,无记录,0
APP001108,2026-07-15 18:03:00,514621017509617015,13252003776,DEV_150400,172.16.54.98,北京,APP,26348.83,1,1,0,无记录,0
APP001109,2026-07-18 14:43:00,512563504960266765,13676889865,DEV_190538,10.0.81.24,山东,H5,27880.35,3,1,1,有记录,0
APP001110,2026-07-26 09:46:00,518276039670243652,13582947871,DEV_922442,10.0.53.32,上海,H5,13913.27,2,1,1,有记录,0
APP001111,2026-07-01 12:16:00,511160723111271285,17538911327,DEV_513531,192.168.211.87,湖南,H5,12082.4,2,1,1,有记录,0
APP001112,2026-07-27 00:47:00,511882606888718981,17784994889,DEV_435197,172.16.28.164,上海,APP,16630.23,2,1,1,有记录,0
APP001113,2026-07-07 18:04:00,513567924157127638,17291069859,DEV_556093,192.168.30.152,四川,H5,13735.02,3,1,1,有记录,0
APP001114,2026-07-02 13:22:00,511580706336998795,13321274065,DEV_873667,192.168.164.36,广东,APP,1307.68,2,1,1,无记录,0
APP001115,2026-07-23 02:34:00,516710508054914774,17859906363,DEV_378431,192.168.98.3,广东,APP,13446.04,1,1,0,有记录,0
APP001116,2026-07-02 02:59:00,514997185948491025,17652077496,DEV_746132,223.104.27.64,湖南,线下,3256.46,2,1,1,有记录,0
APP001117,2026-07-16 01:18:00,511619335389222471,15515850822,DEV_278483,223.104.167.150,浙江,H5,8675.69,2,1,0,有记录,0
APP001118,2026-07-14 05:49:00,518771527323008576,18850823495,DEV_220745,10.0.14.201,四川,APP,13352.14,2,1,0,无记录,0
APP001119,2026-07-05 20:46:00,512674564494856257,13437102611,DEV_709670,192.168.93.224,浙江,APP,17726.66,2,1,1,有记录,0
APP001120,2026-07-21 13:23:00,516232909279145608,15502361074,DEV_851356,10.0.46.20,山东,APP,5470.68,2,1,0,有记录,0
APP001121,2026-07-29 12:28:00,514367357422332228,13753753155,DEV_117585,172.16.68.42,浙江,APP,28024.69,3,1,0,有记录,0
APP001122,2026-07-28 12:24:00,518401333443767348,17581714224,DEV_281269,223.104.201.238,北京,H5,31818.58,8,1,1,无记录,1
APP001123,2026-07-03 21:42:00,514609074260880501,18384435380,DEV_584680,223.104.168.253,湖南,APP,19866.16,2,1,0,有记录,0
APP001124,2026-07-28 17:08:00,518442525161857591,13599305000,DEV_174320,10.0.192.194,广东,APP,14558.31,1,1,0,有记录,0
APP001125,2026-07-21 11:07:00,516171822266794190,19528888629,DEV_834378,172.16.209.52,浙江,H5,12922.37,3,1,1,有记录,0
APP001126,2026-07-06 17:25:00,516981414139755231,15381478637,DEV_434254,117.136.68.172,广东,H5,4038.4,2,1,1,有记录,0
APP001127,2026-07-17 04:46:00,511580706336998795,19521230893,DEV_343360,10.0.81.199,四川,H5,2373.77,2,1,0,无记录,0
APP001128,2026-07-08 00:48:00,519429806865086376,19919895640,DEV_804815,223.104.31.32,广东,APP,8295.69,1,1,0,无记录,0
APP001129,2026-07-01 09:29:00,517703149982508004,15298457010,DEV_196722,223.104.28.247,北京,合作渠道,26100.85,1,1,0,有记录,0
APP001130,2026-07-22 23:34:00,516239420122341499,13150951873,DEV_896594,172.16.172.196,四川,线下,23719.42,2,1,1,有记录,0
APP001131,2026-07-14 17:24:00,517454781506185380,15380407843,DEV_182670,117.136.147.184,北京,线下,10350.93,3,1,0,无记录,0
APP001132,2026-07-27 07:15:00,514085277895613371,15214131975,DEV_541857,117.136.80.70,湖南,线下,1849.59,3,1,0,有记录,0
APP001133,2026-07-15 11:09:00,512105014764278961,18820223816,DEV_446765,10.0.106.203,湖南,线下,15335.11,3,1,0,有记录,0
APP001134,2026-07-09 06:59:00,517304611729596390,17306291716,DEV_971536,192.168.137.71,广东,H5,1403.17,2,1,0,无记录,0
APP001135,2026-07-29 23:48:00,511632145057661945,13278105056,DEV_810398,172.16.81.54,湖南,APP,20946.54,2,1,1,有记录,0
APP001136,2026-07-04 01:51:00,512116655355904259,18424749280,DEV_726107,223.104.196.199,湖南,H5,26250.59,3,1,0,有记录,0
APP001137,2026-07-22 13:39:00,515168910977978023,18661536783,DEV_594189,172.16.138.249,上海,H5,11088.03,1,1,1,有记录,0
APP001138,2026-07-25 00:15:00,511356165565033349,13805202155,DEV_161043,10.0.103.136,上海,H5,28884.59,2,1,0,有记录,0
APP001139,2026-07-07 02:06:00,519295786069409600,18744189671,DEV_605181,10.0.185.165,浙江,H5,21600.4,1,1,1,有记录,0
APP001140,2026-07-20 01:28:00,519865020002453931,19629725989,DEV_528187,117.136.95.16,江苏,APP,16569.65,2,1,1,无记录,0
APP001141,2026-07-20 21:45:00,516147704130909153,15684620857,DEV_617107,117.136.28.70,江苏,APP,1173.03,1,1,0,有记录,0
APP001142,2026-07-28 01:15:00,516741636560450063,18585963832,DEV_473767,117.136.149.210,浙江,线下,27074.55,1,1,0,无记录,0
APP001143,2026-07-24 01:25:00,512014152085076986,15557045781,DEV_400252,172.16.248.9,北京,H5,27465.1,2,1,0,有记录,0
APP001144,2026-07-15 07:34:00,511919470720064256,19968819669,DEV_272769,10.0.205.50,浙江,H5,17054.31,3,1,1,无记录,0
APP001145,2026-07-07 01:08:00,517445871493925236,15237742258,DEV_470757,10.0.50.89,四川,APP,6191.56,3,1,0,有记录,0
APP001146,2026-07-17 09:14:00,513412241797497350,18759191828,DEV_461731,117.136.95.152,江苏,APP,9234.5,3,1,1,有记录,0
APP001147,2026-07-27 23:36:00,516987188822378870,15916866455,DEV_709479,10.0.212.90,山东,线下,11663.97,3,1,1,有记录,0
APP001148,2026-07-11 18:38:00,517658990027729108,17578281347,DEV_363692,117.136.15.178,湖南,H5,14240.05,3,1,1,无记录,0
APP001149,2026-07-25 21:52:00,519613711624112412,15681862817,DEV_538203,10.0.243.172,上海,H5,3976.74,3,1,1,有记录,0
APP001150,2026-07-11 07:19:00,514205391037170586,15333448013,DEV_882642,172.16.225.166,上海,APP,19128.83,3,1,0,有记录,0
APP001151,2026-07-29 04:42:00,515901662997954538,13579264693,DEV_259033,10.0.131.133,江苏,H5,27708.34,3,1,0,有记录,0
APP001152,2026-07-17 07:26:00,515577820582958292,19616309652,DEV_874668,192.168.87.8,北京,APP,14984.34,1,1,0,无记录,0
APP001153,2026-07-10 08:03:00,519428150370170926,15430310347,DEV_446765,223.104.81.12,北京,H5,2326.48,1,1,1,有记录,0
APP001154,2026-07-18 18:56:00,516718325823868700,15901891836,DEV_705614,223.104.184.171,四川,APP,13408.22,3,1,1,有记录,0
APP001155,2026-07-24 05:40:00,517268868785996486,18185514406,DEV_749326,117.136.23.150,浙江,APP,4805.58,3,1,1,无记录,0
APP001156,2026-07-22 13:35:00,514739878015739930,19336104362,DEV_219061,223.104.207.55,湖南,H5,3677.85,2,1,0,有记录,0
APP001157,2026-07-16 01:22:00,516355647292931438,15821789811,DEV_222701,172.16.67.202,北京,线下,22057.7,2,1,0,有记录,0
APP001158,2026-07-21 21:24:00,514793665380274812,19743012179,DEV_668025,172.16.234.34,四川,APP,24153.04,3,1,1,有记录,0
APP001159,2026-07-26 16:20:00,519382455877169472,15695373815,DEV_504963,172.16.47.72,湖南,线下,6129.42,2,1,0,有记录,0
APP001160,2026-07-23 13:26:00,514812203103037236,18622705078,DEV_841808,223.104.127.126,湖南,APP,23031.97,1,1,0,有记录,0
APP001161,2026-07-05 09:24:00,516210290871827496,18829744511,DEV_339352,223.104.65.74,四川,APP,9682.39,1,1,1,有记录,0
APP001162,2026-07-06 17:30:00,518473964178996986,15902469456,DEV_223505,172.16.145.100,四川,APP,26059.91,2,1,0,有记录,0
APP001163,2026-07-08 07:19:00,513314770920711523,19264850681,DEV_787021,172.16.204.151,上海,APP,8509.4,2,1,0,有记录,0
APP001164,2026-07-28 22:09:00,518366472130742359,13608834927,DEV_291475,10.0.9.79,湖南,H5,1309.52,3,1,0,有记录,0
APP001165,2026-07-26 14:58:00,512891430491341038,13342867742,DEV_974702,223.104.73.207,四川,APP,19417.63,2,1,0,有记录,0
APP001166,2026-07-02 17:26:00,511666843356708604,13732243160,DEV_478497,192.168.13.112,浙江,APP,24070.97,2,1,1,无记录,0
APP001167,2026-07-14 17:33:00,511267516913952150,17540800250,DEV_931713,192.168.99.146,湖南,线下,4211.6,2,1,0,有记录,0
APP001168,2026-07-05 12:15:00,511194097052774025,13656835945,DEV_630389,117.136.224.131,四川,APP,5594.77,3,1,0,有记录,0
APP001169,2026-07-09 06:21:00,513369177682938440,15854430555,DEV_794861,10.0.100.77,北京,H5,28609.58,1,1,0,无记录,0
APP001170,2026-07-21 02:59:00,515033342643350271,19612243896,DEV_884961,117.136.112.33,山东,APP,22614.34,1,1,1,无记录,0
APP001171,2026-07-15 11:05:00,512172224050764871,19566684177,DEV_491993,223.104.94.207,浙江,H5,19042.63,3,1,0,有记录,0
APP001172,2026-07-18 23:53:00,516480186774037842,17446511440,DEV_138929,103.14.128.119,江苏,H5,29063.13,3,0,1,有记录,1
APP001173,2026-07-07 01:17:00,516728321528506762,15735511831,DEV_705267,117.136.59.202,广东,APP,6692.09,1,1,0,有记录,0
APP001174,2026-07-13 21:38:00,513961968931350305,19291231246,DEV_412732,117.136.91.232,北京,APP,28658.34,2,1,0,有记录,0
APP001175,2026-07-20 01:55:00,519321696663093299,15785742036,DEV_192697,172.16.168.206,湖南,APP,14452.14,1,1,0,无记录,0
APP001176,2026-07-03 06:51:00,511808358328634255,13594890024,DEV_784739,223.104.6.150,上海,APP,29216.57,1,1,1,有记录,0
APP001177,2026-07-25 18:46:00,515042034030109567,13967376347,DEV_451216,192.168.36.32,浙江,H5,23769.22,2,1,1,有记录,0
APP001178,2026-07-22 17:13:00,512620125608320048,18159487622,DEV_325960,192.168.227.217,浙江,线下,2577.17,1,1,0,有记录,0
APP001179,2026-07-16 06:55:00,514164882159773854,17468857602,DEV_638548,172.16.7.120,北京,线下,16192.45,2,1,0,无记录,0
APP001180,2026-07-30 10:19:00,515168621102258030,17262831498,DEV_739002,10.0.221.93,四川,H5,17710.75,1,1,1,有记录,0
APP001181,2026-07-30 00:13:00,512427722005436459,17200097076,DEV_706067,103.23.188.51,山东,APP,12676.01,15,1,1,无记录,1
APP001182,2026-07-30 06:47:00,511617074039251999,17243878846,DEV_815331,117.136.112.12,浙江,APP,23340.44,2,1,1,有记录,0
APP001183,2026-07-04 23:48:00,511740901380698477,15436777226,DEV_447149,192.168.194.112,江苏,APP,11013.48,3,1,0,有记录,0
APP001184,2026-07-16 07:44:00,511613153506962616,18673972759,DEV_321850,103.40.219.253,广东,H5,31279.88,15,1,1,有记录,1
APP001185,2026-07-20 22:13:00,517356085816704686,19146374038,DEV_269534,10.0.37.216,上海,H5,8760.55,2,1,1,无记录,0
APP001186,2026-07-13 07:35:00,513454352090421776,13239604093,DEV_325203,172.16.120.8,湖南,H5,17895.87,12,1,1,有记录,1
APP001187,2026-07-11 09:24:00,517422114577584745,15478967068,DEV_261564,223.104.145.37,江苏,APP,14494.4,1,1,1,有记录,0
APP001188,2026-07-15 17:41:00,515081629518779417,13200683004,DEV_982281,223.104.244.35,四川,APP,26469.44,1,1,0,有记录,0
APP001189,2026-07-12 09:16:00,515005379538164938,18116935610,DEV_519670,172.16.172.241,上海,线下,12341.33,2,1,1,有记录,0
APP001190,2026-07-12 16:56:00,519719612766208082,13230474972,DEV_282662,192.168.181.123,浙江,H5,22300.92,2,1,0,有记录,0
APP001191,2026-07-16 14:06:00,512994620935561039,19966467402,DEV_709479,172.16.52.32,上海,APP,16468.73,1,1,0,有记录,0
APP001192,2026-07-26 23:30:00,516599673311677269,18826195560,DEV_140046,223.104.199.15,广东,线下,25956.4,3,1,1,有记录,0
